groupi	groupj	w
41	1.144.O.	2
41	1.151.O.	1
41	1.204.O.	1
41	1.232.O.	1
41	1.276.O.	2
41	10	2
41	11	2
41	12	5
41	13	1
41	15	4
41	18	14
41	19	3
41	2	3
41	20	1
41	21	1
41	22	19
41	23	8
41	26	3
41	27	3
41	3	5
41	30	7
41	32	1
41	33	3
41	34	1
41	36	1
41	38	2
41	39	16
41	4	3
41	6	1
41	7	1
41	9	2
5	14	1
5	40	5
6	1	11
6	1.009.O.	5
6	1.029.O.	6
6	1.031.O.	2
6	1.054.O.	3
6	1.123.O.	4
6	1.144.O.	3
6	1.151.O.	4
6	1.182.O.	2
6	1.204.O.	1
6	1.205.O.	3
6	1.232.O.	5
6	1.275.O.	2
6	1.276.O.	3
6	10	4
6	11	5
6	12	2
6	13	93
6	15	20
6	16	4
6	17	10
6	18	7
6	19	20
6	2	6
6	21	6
6	22	5
6	23	9
6	24	2
6	25	1
6	26	11
6	27	12
6	28	2
6	29	1
6	3	26
6	30	13
6	32	3
6	33	5
6	34	4
6	35	3
6	36	1
6	37	3
6	38	2
6	39	2
6	4	20
6	41	1
6	7	10
6	8	1
6	9	11
7	1	18
7	1.009.O.	2
7	1.029.O.	8
7	1.031.O.	1
7	1.054.O.	14
7	1.123.O.	7
7	1.144.O.	9
7	1.151.O.	7
7	1.182.O.	4
7	1.204.O.	1
7	1.205.O.	8
7	1.232.O.	8
7	1.262.O.	1
7	1.275.O.	16
7	1.276.O.	10
7	10	2
7	11	3
7	12	3
7	14	1
7	15	14
7	16	1
7	17	11
7	18	6
7	19	23
7	2	3
7	21	17
7	22	1
7	23	4
7	24	5
7	25	2
7	26	19
7	27	21
7	28	2
7	29	1
7	3	23
7	30	9
7	31	2
7	32	2
7	33	14
7	34	11
7	35	2
7	36	1
7	38	3
7	39	1
7	4	15
7	41	1
7	6	10
7	8	2
7	9	22
8	1	2
8	1.029.O.	1
8	1.232.O.	1
8	1.262.O.	1
8	1.275.O.	1
8	1.276.O.	1
8	15	1
8	17	1
8	18	1
8	19	1
8	20	18
8	26	1
8	27	1
8	29	1
8	3	2
8	30	1
8	32	1
8	34	1
8	35	5
8	37	5
8	38	2
8	4	1
8	6	1
8	7	2
9	1	74
9	1.009.O.	2
9	1.029.O.	35
9	1.054.O.	44
9	1.123.O.	17
9	1.144.O.	35
9	1.151.O.	2
9	1.182.O.	5
9	1.205.O.	5
9	1.232.O.	5
9	1.275.O.	8
9	1.276.O.	26
9	10	10
9	11	2
9	12	4
9	13	4
9	14	1
9	15	11
9	16	1
9	17	7
9	18	7
9	19	31
9	21	11
9	22	1
9	23	6
9	24	3
9	25	1
9	26	50
9	27	53
9	28	1
9	29	2
9	3	21
9	30	9
9	33	46
9	34	4
9	38	1
9	39	1
9	4	31
9	41	2
9	6	11
9	7	22
